Location ID,Location,Value
NC-011,Avery County,51.3
NC-013,Beaufort County,63.4
NC-015,Bertie County,61.8
NC-017,Bladen County,63.6
NC-019,Brunswick County,64.6
NC-021,Buncombe County,55.2
NC-023,Burke County,58.6
NC-025,Cabarrus County,61.2
NC-027,Caldwell County,58.2
NC-029,Camden County,61.9
NC-031,Carteret County,64.6
NC-033,Caswell County,59.3
NC-035,Catawba County,59.9
NC-037,Chatham County,61.1
NC-039,Cherokee County,57
NC-041,Chowan County,62.4
NC-043,Clay County,55.9
NC-045,Cleveland County,60.3
NC-047,Columbus County,64.1
NC-049,Craven County,63.5
NC-051,Cumberland County,63.4
NC-053,Currituck County,62
NC-055,Dare County,63.1
NC-057,Davidson County,60
NC-059,Davie County,59.5
NC-061,Duplin County,62.8
NC-063,Durham County,60.3
NC-065,Edgecombe County,61.7
NC-067,Forsyth County,59.3
NC-069,Franklin County,60.8
NC-071,Gaston County,61.5
NC-073,Gates County,61.2
NC-075,Graham County,54.9
NC-077,Granville County,59.9
NC-079,Greene County,62.5
NC-081,Guilford County,59.7
NC-083,Halifax County,61
NC-085,Harnett County,62.5
NC-087,Haywood County,52.1
NC-089,Henderson County,56.2
NC-091,Hertford County,61
NC-093,Hoke County,63.2
NC-095,Hyde County,64
NC-097,Iredell County,59.7
NC-099,Jackson County,53.5
NC-101,Johnston County,62.4
NC-103,Jones County,63.2
NC-105,Lee County,61.9
NC-107,Lenoir County,62.6
NC-109,Lincoln County,60.6
NC-111,McDowell County,57.7
NC-113,Macon County,54.8
NC-115,Madison County,55.8
NC-117,Martin County,62.3
NC-119,Mecklenburg County,61.9
NC-121,Mitchell County,52.4
NC-123,Montgomery County,62.2
NC-125,Moore County,62.4
NC-127,Nash County,61.1
NC-129,New Hanover County,64.8
NC-131,Northampton County,60.7
NC-133,Onslow County,63.9
NC-135,Orange County,59.8
NC-137,Pamlico County,64.1
NC-139,Pasquotank County,62.1
NC-141,Pender County,63.9
NC-143,Perquimans County,62.2
NC-145,Person County,59.2
NC-147,Pitt County,62.7
NC-149,Polk County,59.8
NC-151,Randolph County,60.5
NC-153,Richmond County,63.4
NC-155,Robeson County,64
NC-157,Rockingham County,59.3
NC-159,Rowan County,60.2
NC-161,Rutherford County,59.9
NC-163,Sampson County,62.9
NC-165,Scotland County,63.7
NC-167,Stanly County,61.9
NC-169,Stokes County,58.8
NC-171,Surry County,57.8
NC-173,Swain County,53
NC-175,Transylvania County,55.2
NC-177,Tyrrell County,63.2
NC-179,Union County,62.3
NC-181,Vance County,60.1
NC-183,Wake County,61.3
NC-185,Warren County,60.5
NC-187,Washington County,62.8
NC-189,Watauga County,52
NC-191,Wayne County,62.7
NC-193,Wilkes County,58
NC-195,Wilson County,62.1
NC-197,Yadkin County,58.8
NC-199,Yancey County,52.2
ND-001,Adams County,42.8
ND-003,Barnes County,41.3
ND-005,Benson County,39.8
ND-007,Billings County,42.7
ND-009,Bottineau County,39.4
ND-011,Bowman County,43.2
ND-013,Burke County,38.8
ND-015,Burleigh County,41.9
ND-017,Cass County,41.7
ND-019,Cavalier County,38.2
ND-021,Dickey County,42.1
ND-023,Divide County,39.6
ND-025,Dunn County,42.2
ND-027,Eddy County,40.2
ND-029,Emmons County,42.4
ND-031,Foster County,40.4
ND-033,Golden Valley County,42.9
ND-035,Grand Forks County,40.3
ND-037,Grant County,42.7
ND-039,Griggs County,40
ND-041,Hettinger County,42.4
ND-043,Kidder County,40.8
ND-045,LaMoure County,41.9
ND-047,Logan County,41.2
ND-049,McHenry County,40.6
ND-051,McIntosh County,41.3
ND-053,McKenzie County,42.2
ND-055,McLean County,41.7
ND-057,Mercer County,42.2
ND-059,Morton County,42.4
ND-061,Mountrail County,40.3
ND-063,Nelson County,39.3
ND-065,Oliver County,42
ND-067,Pembina County,39.9
ND-069,Pierce County,39.5
ND-071,Ramsey County,39.3
ND-073,Ransom County,42
ND-075,Renville County,39.9
ND-077,Richland County,42.7
ND-079,Rolette County,38.2
ND-081,Sargent County,42.2
ND-083,Sheridan County,41.1
ND-085,Sioux County,43.1
ND-087,Slope County,43.1
ND-089,Stark County,42.4
ND-091,Steele County,39.7
ND-093,Stutsman County,41.1
ND-095,Towner County,38.6
ND-097,Traill County,40.6
ND-099,Walsh County,39.8
ND-101,Ward County,40.8
ND-103,Wells County,40.1
ND-105,Williams County,41
OH-001,Adams County,54.7
OH-003,Allen County,52.1
OH-005,Ashland County,51.1
OH-007,Ashtabula County,50.3
OH-009,Athens County,54
OH-011,Auglaize County,51.8
OH-013,Belmont County,52.4
OH-015,Brown County,54.3
OH-017,Butler County,54.2
OH-019,Carroll County,51.7
OH-021,Champaign County,51.9
OH-023,Clark County,52.8
OH-025,Clermont County,54.9
OH-027,Clinton County,53.5
OH-029,Columbiana County,51
OH-031,Coshocton County,52.2
OH-033,Crawford County,51.6
OH-035,Cuyahoga County,52.1
OH-037,Darke County,52.5
OH-039,Defiance County,51.3
OH-041,Delaware County,52.6
OH-043,Erie County,52
OH-045,Fairfield County,53.4
OH-047,Fayette County,53.2
OH-049,Franklin County,53.7
OH-051,Fulton County,51.2
OH-053,Gallia County,54.7
OH-055,Geauga County,50.3
OH-057,Greene County,53.5
OH-059,Guernsey County,52.6
OH-061,Hamilton County,55.2
OH-063,Hancock County,52.5
OH-065,Hardin County,52.4
OH-067,Harrison County,52.1
OH-069,Henry County,51.9
OH-071,Highland County,53.7
OH-073,Hocking County,53.4
OH-075,Holmes County,51.5
OH-077,Huron County,51.3
OH-079,Jackson County,54.2
OH-081,Jefferson County,52
OH-083,Knox County,51.2
OH-085,Lake County,51.6
OH-087,Lawrence County,55.6
OH-089,Licking County,52.3
OH-091,Logan County,51.6
OH-093,Lorain County,51.5
OH-095,Lucas County,52.6
OH-097,Madison County,52.9
OH-099,Mahoning County,50.9
OH-101,Marion County,52.4
OH-103,Medina County,51.6
OH-105,Meigs County,54.1
OH-107,Mercer County,51.7
OH-109,Miami County,53.3
OH-111,Monroe County,52.9
OH-113,Montgomery County,53.9
OH-115,Morgan County,53.6
OH-117,Morrow County,51.3
OH-119,Muskingum County,53.1
OH-121,Noble County,53.2
OH-123,Ottawa County,52.5
OH-125,Paulding County,51.5
OH-127,Perry County,53
OH-129,Pickaway County,54.3
OH-131,Pike County,54.6
OH-133,Portage County,51.3
OH-135,Preble County,52.7
OH-137,Putnam County,52.1
OH-139,Richland County,51.1
OH-141,Ross County,54.4
OH-143,Sandusky County,52.2
OH-145,Scioto County,55.1
OH-147,Seneca County,51.9
OH-149,Shelby County,52
OH-151,Stark County,52.2
OH-153,Summit County,52.5
OH-155,Trumbull County,50.7
OH-157,Tuscarawas County,52.3
OH-159,Union County,52.4
OH-161,Van Wert County,51.6
OH-163,Vinton County,53.7
OH-165,Warren County,54.4
OH-167,Washington County,54.5
OH-169,Wayne County,51.4
OH-171,Williams County,50.5
OH-173,Wood County,52.6
OH-175,Wyandot County,52.6
OK-001,Adair County,59.5
OK-003,Alfalfa County,59
OK-005,Atoka County,62.8
OK-007,Beaver County,57.8
OK-009,Beckham County,61
OK-011,Blaine County,60.1
OK-013,Bryan County,63.7
OK-015,Caddo County,61.1
OK-017,Canadian County,60.7
OK-019,Carter County,62.7
OK-021,Cherokee County,60.1
OK-023,Choctaw County,63.3
OK-025,Cimarron County,55.3
OK-027,Cleveland County,61.4
OK-029,Coal County,62.5
OK-031,Comanche County,62.2
OK-033,Cotton County,63.2
OK-035,Craig County,59
OK-037,Creek County,60.7
OK-039,Custer County,60.1
OK-041,Delaware County,59.1
OK-043,Dewey County,59.2
OK-045,Ellis County,58.6
OK-047,Garfield County,59.7
OK-049,Garvin County,62
OK-051,Grady County,61.6
OK-053,Grant County,59.1
OK-055,Greer County,61.9
OK-057,Harmon County,62.3
OK-059,Harper County,58.3
OK-061,Haskell County,62
OK-063,Hughes County,61.8
OK-065,Jackson County,62.8
OK-067,Jefferson County,63.3
OK-069,Johnston County,62.7
OK-071,Kay County,59.3
OK-073,Kingfisher County,60.5
OK-075,Kiowa County,61.8
OK-077,Latimer County,61.7
OK-079,Le Flore County,61.5
OK-081,Lincoln County,60.8
OK-083,Logan County,60.5
OK-085,Love County,63.5
OK-087,McClain County,61.7
OK-089,McCurtain County,62.8
OK-091,McIntosh County,61.9
OK-093,Major County,59.5
OK-095,Marshall County,63.4
OK-097,Mayes County,59.7
OK-099,Murray County,62.2
OK-101,Muskogee County,61.6
OK-103,Noble County,60.1
OK-105,Nowata County,59.2
OK-107,Okfuskee County,61.4
OK-109,Oklahoma County,61
OK-111,Okmulgee County,61.5
OK-113,Osage County,59.3
OK-115,Ottawa County,59.3
OK-117,Pawnee County,60.1
OK-119,Payne County,60.5
OK-121,Pittsburg County,62
OK-123,Pontotoc County,61.9
OK-125,Pottawatomie County,61.4
OK-127,Pushmataha County,62.2
OK-129,Roger Mills County,60
OK-131,Rogers County,60.1
OK-133,Seminole County,61.5
OK-135,Sequoyah County,61.5
OK-137,Stephens County,62.3
OK-139,Texas County,57.2
OK-141,Tillman County,63.2
OK-143,Tulsa County,60.8
OK-145,Wagoner County,61.1
OK-147,Washington County,59.4
OK-149,Washita County,60.9
OK-151,Woods County,58.5
OK-153,Woodward County,58.5
OR-001,Baker County,46.5
OR-003,Benton County,53
OR-005,Clackamas County,49.3
OR-007,Clatsop County,50.6
OR-009,Columbia County,51.4
OR-011,Coos County,53.3
OR-013,Crook County,46.7
OR-015,Curry County,53.6
OR-017,Deschutes County,45.2
OR-019,Douglas County,51.7
OR-021,Gilliam County,51.1
OR-023,Grant County,45.1
OR-025,Harney County,47.1
OR-027,Hood River County,46.5
OR-029,Jackson County,51.3
OR-031,Jefferson County,48.4
OR-033,Josephine County,52.1
OR-035,Klamath County,45.7
OR-037,Lake County,46.3
OR-039,Lane County,50.7
OR-041,Lincoln County,52.2
OR-043,Linn County,50.1
OR-045,Malheur County,49
OR-047,Marion County,50.7
OR-049,Morrow County,50.6
OR-051,Multnomah County,52.3
OR-053,Polk County,52.6
OR-055,Sherman County,50.9
OR-057,Tillamook County,50.2
OR-059,Umatilla County,49.6
OR-061,Union County,45.4
OR-063,Wallowa County,44.2
OR-065,Wasco County,49.3
OR-067,Washington County,51.8
OR-069,Wheeler County,48
OR-071,Yamhill County,52.5
PA-001,Adams County,53.7
PA-003,Allegheny County,52.6
PA-005,Armstrong County,50.8
PA-007,Beaver County,51.6
PA-009,Bedford County,51.7
PA-011,Berks County,53.4
PA-013,Blair County,50.4
PA-015,Bradford County,48
PA-017,Bucks County,54.1
PA-019,Butler County,50.3
PA-021,Cambria County,48.6
PA-023,Cameron County,47.8
PA-025,Carbon County,49
PA-027,Centre County,49.5
PA-029,Chester County,54.4
PA-031,Clarion County,49.5
PA-033,Clearfield County,48.6
PA-035,Clinton County,49
PA-037,Columbia County,50
PA-039,Crawford County,49.1
PA-041,Cumberland County,53.6
PA-043,Dauphin County,53
PA-045,Delaware County,56
PA-047,Elk County,48.1
PA-049,Erie County,49.3
PA-051,Fayette County,51.6
PA-053,Forest County,48.6
PA-055,Franklin County,53.2
PA-057,Fulton County,52.8
PA-059,Greene County,52.7
PA-061,Huntingdon County,51.8
PA-063,Indiana County,50.1
PA-065,Jefferson County,48.8
PA-067,Juniata County,52.3
PA-069,Lackawanna County,48.3
PA-071,Lancaster County,54.1
PA-073,Lawrence County,50.6
PA-075,Lebanon County,53.1
PA-077,Lehigh County,53
PA-079,Luzerne County,48.6
PA-081,Lycoming County,49.1
PA-083,McKean County,47.2
PA-085,Mercer County,49.8
PA-087,Mifflin County,51.5
PA-089,Monroe County,48.4
PA-091,Montgomery County,54.9
PA-093,Montour County,51.1
PA-095,Northampton County,52
PA-097,Northumberland County,51.3
PA-099,Perry County,52.8
PA-101,Philadelphia County,56.5
PA-103,Pike County,48.2
PA-105,Potter County,46.6
PA-107,Schuylkill County,50.6
PA-109,Snyder County,51.6
PA-111,Somerset County,49.2
PA-113,Sullivan County,46.5
PA-115,Susquehanna County,47.6
PA-117,Tioga County,47
PA-119,Union County,50.8
PA-121,Venango County,49.4
PA-123,Warren County,48
PA-125,Washington County,52.4
PA-127,Wayne County,47.5
PA-129,Westmoreland County,51.7
PA-131,Wyoming County,48.7
PA-133,York County,54.1
RI-001,Bristol County,52.7
RI-003,Kent County,51.6
RI-005,Newport County,52.5
RI-007,Providence County,51.1
RI-009,Washington County,52.2
SC-001,Abbeville County,63.2
SC-003,Aiken County,65.5
SC-005,Allendale County,65.9
SC-007,Anderson County,62.5
SC-009,Bamberg County,65.5
SC-011,Barnwell County,65.8
SC-013,Beaufort County,67.8
SC-015,Berkeley County,66.5
SC-017,Calhoun County,65.4
SC-019,Charleston County,67
SC-021,Cherokee County,61.2
SC-023,Chester County,62.2
SC-025,Chesterfield County,63.5
SC-027,Clarendon County,65.3
SC-029,Colleton County,66.3
SC-031,Darlington County,64.6
SC-033,Dillon County,64.7
SC-035,Dorchester County,66.5
SC-037,Edgefield County,64.7
SC-039,Fairfield County,63.1
SC-041,Florence County,65.3
SC-043,Georgetown County,65.2
SC-045,Greenville County,61.4
SC-047,Greenwood County,63.4
SC-049,Hampton County,66
SC-051,Horry County,64.8
SC-053,Jasper County,67.1
SC-055,Kershaw County,63.5
SC-057,Lancaster County,62.4
SC-059,Laurens County,62.7
SC-061,Lee County,64.3
SC-063,Lexington County,64.6
SC-065,McCormick County,64
SC-067,Marion County,65.1
SC-069,Marlboro County,64.4
SC-071,Newberry County,63.4
SC-073,Oconee County,60.8
SC-075,Orangeburg County,65.7
SC-077,Pickens County,61.4
SC-079,Richland County,64.6
SC-081,Saluda County,63.9
SC-083,Spartanburg County,61.8
SC-085,Sumter County,64.7
SC-087,Union County,62.2
SC-089,Williamsburg County,65.4
SC-091,York County,61.8
SD-003,Aurora County,46.7
SD-005,Beadle County,45.4
SD-007,Bennett County,47.5
SD-009,Bon Homme County,48.3
SD-011,Brookings County,43.8
SD-013,Brown County,43.4
SD-015,Brule County,47.5
SD-017,Buffalo County,46.2
SD-019,Butte County,45.6
SD-021,Campbell County,43.2
SD-023,Charles Mix County,48.5
SD-025,Clark County,43.4
SD-027,Clay County,47.9
SD-029,Codington County,42.5
SD-031,Corson County,43.9
SD-033,Custer County,46
SD-035,Davison County,46.4
SD-037,Day County,42.2
SD-039,Deuel County,43.1
SD-041,Dewey County,45.2
SD-043,Douglas County,47.4
SD-045,Edmunds County,43.2
SD-047,Fall River County,47.7
SD-049,Faulk County,43.8
SD-051,Grant County,43.5
SD-053,Gregory County,48.3
SD-055,Haakon County,46.8
SD-057,Hamlin County,43.2
SD-059,Hand County,44.9
SD-061,Hanson County,46.2
SD-063,Harding County,44.7
SD-065,Hughes County,46.4
SD-067,Hutchinson County,47.3
SD-069,Hyde County,44.7
SD-071,Jackson County,47.9
SD-073,Jerauld County,45.5
SD-075,Jones County,47.5
SD-077,Kingsbury County,44.2
SD-079,Lake County,44.8
SD-081,Lawrence County,43.2
SD-083,Lincoln County,46.8
SD-085,Lyman County,47.6
SD-087,McCook County,46.3
SD-089,McPherson County,42.1
SD-091,Marshall County,41.8
SD-093,Meade County,46.2
SD-095,Mellette County,48.3
SD-097,Miner County,45.3
SD-099,Minnehaha County,46.4
SD-101,Moody County,44.7
SD-102,Oglala Lakota County,48.3
SD-103,Pennington County,46.1
SD-105,Perkins County,44.2
SD-107,Potter County,44.2
SD-109,Roberts County,43.2
SD-111,Sanborn County,45.8
SD-115,Spink County,44.7
SD-117,Stanley County,46.9
SD-119,Sully County,45.5
SD-121,Todd County,47.9
SD-123,Tripp County,48.3
SD-125,Turner County,47.2
SD-127,Union County,47.8
SD-129,Walworth County,43.8
SD-135,Yankton County,48.2
SD-137,Ziebach County,45.7
TN-001,Anderson County,58.4
TN-003,Bedford County,60
TN-005,Benton County,60.1
TN-007,Bledsoe County,58.2
TN-009,Blount County,59
TN-011,Bradley County,60.7
TN-013,Campbell County,56.4
TN-015,Cannon County,59.2
TN-017,Carroll County,60
TN-019,Carter County,54.8
TN-021,Cheatham County,60
TN-023,Chester County,60.6
TN-025,Claiborne County,56
TN-027,Clay County,58.8
TN-029,Cocke County,58.5
TN-031,Coffee County,58.9
TN-033,Crockett County,60.6
TN-035,Cumberland County,56.3
TN-037,Davidson County,60.4
TN-039,Decatur County,60.8
TN-041,DeKalb County,59.3
TN-043,Dickson County,59.4
TN-045,Dyer County,60.3
TN-047,Fayette County,61.5
TN-049,Fentress County,57.1
TN-051,Franklin County,59.6
TN-053,Gibson County,60
TN-055,Giles County,59.9
TN-057,Grainger County,57.8
TN-059,Greene County,58.3
TN-061,Grundy County,57.4
TN-063,Hamblen County,58.7
TN-065,Hamilton County,60.6
TN-067,Hancock County,56.7
TN-069,Hardeman County,61.1
TN-071,Hardin County,60.9
TN-073,Hawkins County,58
TN-075,Haywood County,61.1
TN-077,Henderson County,60.4
TN-079,Henry County,59.4
TN-081,Hickman County,59.6
TN-083,Houston County,59.5
TN-085,Humphreys County,59.8
TN-087,Jackson County,59.1
TN-089,Jefferson County,59.4
TN-091,Johnson County,53.4
TN-093,Knox County,59.6
TN-095,Lake County,59.8
TN-097,Lauderdale County,61.1
TN-099,Lawrence County,60
TN-101,Lewis County,59.7
TN-103,Lincoln County,60.2
TN-105,Loudon County,60
TN-107,McMinn County,60.4
TN-109,McNairy County,60.8
TN-111,Macon County,58.4
TN-113,Madison County,60.7
TN-115,Marion County,59.4
TN-117,Marshall County,59.9
TN-119,Maury County,59.8
TN-121,Meigs County,60.3
TN-123,Monroe County,59
TN-125,Montgomery County,59.8
TN-127,Moore County,59.8
TN-129,Morgan County,57.4
TN-131,Obion County,59.2
TN-133,Overton County,58.1
TN-135,Perry County,60.4
TN-137,Pickett County,58.4
TN-139,Polk County,59.5
TN-141,Putnam County,58.3
TN-143,Rhea County,59.2
TN-145,Roane County,59.6
TN-147,Robertson County,59.2
TN-149,Rutherford County,60.2
TN-151,Scott County,56.5
TN-153,Sequatchie County,58.3
TN-155,Sevier County,57.3
TN-157,Shelby County,62.2
TN-159,Smith County,59.3
TN-161,Stewart County,59.5
TN-163,Sullivan County,57.5
TN-165,Sumner County,59.2
TN-167,Tipton County,61.5
TN-169,Trousdale County,59.4
TN-171,Unicoi County,54.4
TN-173,Union County,57.6
TN-175,Van Buren County,57.9
TN-177,Warren County,58.9
TN-179,Washington County,57.7
TN-181,Wayne County,60.4
TN-183,Weakley County,59.4
TN-185,White County,58.4
TN-187,Williamson County,59.8
TN-189,Wilson County,59.8
TX-001,Anderson County,66.5
TX-003,Andrews County,64
TX-005,Angelina County,67.4
TX-007,Aransas County,72.8
TX-009,Archer County,64.5
TX-011,Armstrong County,60.2
TX-013,Atascosa County,71.2
TX-015,Austin County,70
TX-017,Bailey County,58.8
TX-019,Bandera County,67.9
TX-021,Bastrop County,69.4
TX-023,Baylor County,64.7
TX-025,Bee County,71.9
TX-027,Bell County,67.7
TX-029,Bexar County,70
TX-031,Blanco County,67.4
TX-033,Borden County,63.9
TX-035,Bosque County,66.5
TX-037,Bowie County,64.4
TX-039,Brazoria County,71.5
TX-041,Brazos County,68.5
TX-043,Brewster County,67
TX-045,Briscoe County,61.2
TX-047,Brooks County,74.8
TX-049,Brown County,65.8
TX-051,Burleson County,68.8
TX-053,Burnet County,67.3
TX-055,Caldwell County,69.8
TX-057,Calhoun County,72.3
TX-059,Callahan County,64.6
TX-061,Cameron County,75.8
TX-063,Camp County,65
TX-065,Carson County,59.2
TX-067,Cass County,64.7
TX-069,Castro County,58.4
TX-071,Chambers County,70.5
TX-073,Cherokee County,66.5
TX-075,Childress County,62.9
TX-077,Clay County,64.1
TX-079,Cochran County,59.7
TX-081,Coke County,65.5
TX-083,Coleman County,65.8
TX-085,Collin County,65.2
TX-087,Collingsworth County,61.2
TX-089,Colorado County,70.7
TX-091,Comal County,68.8
TX-093,Comanche County,65.6
TX-095,Concho County,65.9
TX-097,Cooke County,64.1
TX-099,Coryell County,66.8
TX-101,Cottle County,63.4
TX-103,Crane County,67.3
TX-105,Crockett County,66.5
TX-107,Crosby County,61.7
TX-109,Culberson County,63.8
TX-111,Dallam County,56
TX-113,Dallas County,66.7
TX-115,Dawson County,63
TX-117,Deaf Smith County,57.9
TX-119,Delta County,64.8
TX-121,Denton County,65.6
TX-123,DeWitt County,71.3
TX-125,Dickens County,63
TX-127,Dimmit County,72.6
TX-129,Donley County,60.5
TX-131,Duval County,73.3
TX-133,Eastland County,64.7
TX-135,Ector County,65.5
TX-137,Edwards County,66.7
TX-139,Ellis County,66.6
TX-141,El Paso County,65.8
TX-143,Erath County,65.6
TX-145,Falls County,67.4
TX-147,Fannin County,64.4
TX-149,Fayette County,69.9
TX-151,Fisher County,65
TX-153,Floyd County,60.3
TX-155,Foard County,64
TX-157,Fort Bend County,71.2
TX-159,Franklin County,64.9
TX-161,Freestone County,66.7
TX-163,Frio County,71.5
TX-165,Gaines County,62.4
TX-167,Galveston County,71.7
TX-169,Garza County,63.5
TX-171,Gillespie County,66.2
TX-173,Glasscock County,65
TX-175,Goliad County,71.8
TX-177,Gonzales County,70.6
TX-179,Gray County,59.4
TX-181,Grayson County,64.3
TX-183,Gregg County,65.6
TX-185,Grimes County,68.7
TX-187,Guadalupe County,69.9
TX-189,Hale County,59.8
TX-191,Hall County,62.5
TX-193,Hamilton County,66
TX-195,Hansford County,58.5
TX-197,Hardeman County,63.5
TX-199,Hardin County,68.6
TX-201,Harris County,70.9
TX-203,Harrison County,65.5
TX-205,Hartley County,57.1
TX-207,Haskell County,64.7
TX-209,Hays County,68.4
TX-211,Hemphill County,59.2
TX-213,Henderson County,66
TX-215,Hidalgo County,75.7
TX-217,Hill County,66.6
TX-219,Hockley County,60.5
TX-221,Hood County,66
TX-223,Hopkins County,65
TX-225,Houston County,66.9
TX-227,Howard County,64.6
TX-229,Hudspeth County,63.4
TX-231,Hunt County,65.1
TX-233,Hutchinson County,60.1
TX-235,Irion County,65.8
TX-237,Jack County,64.4
TX-239,Jackson County,71.6
TX-241,Jasper County,67.7
TX-243,Jeff Davis County,62.9
TX-245,Jefferson County,70
TX-247,Jim Hogg County,74.5
TX-249,Jim Wells County,73.7
TX-251,Johnson County,66.1
TX-253,Jones County,64.9
TX-255,Karnes County,71.1
TX-257,Kaufman County,66
TX-259,Kendall County,67.4
TX-261,Kenedy County,74.8
TX-263,Kent County,64.5
TX-265,Kerr County,66.1
TX-267,Kimble County,66.2
TX-269,King County,64.2
TX-271,Kinney County,70.1
TX-273,Kleberg County,74.5
TX-275,Knox County,64.6
TX-277,Lamar County,64.1
TX-279,Lamb County,59.2
TX-281,Lampasas County,66.7
TX-283,La Salle County,72.4
TX-285,Lavaca County,71.2
TX-287,Lee County,68.9
TX-289,Leon County,66.8
TX-291,Liberty County,69.6
TX-293,Limestone County,66.8
TX-295,Lipscomb County,58.3
TX-297,Live Oak County,72
TX-299,Llano County,67.6
TX-301,Loving County,66.2
TX-303,Lubbock County,61.4
TX-305,Lynn County,62.2
TX-307,McCulloch County,66.3
TX-309,McLennan County,67.1
TX-311,McMullen County,72.1
TX-313,Madison County,67.5
TX-315,Marion County,65.2
TX-317,Martin County,64.5
TX-319,Mason County,66.7
TX-321,Matagorda County,71.4
TX-323,Maverick County,72.1
TX-325,Medina County,70.4
TX-327,Menard County,65.8
TX-329,Midland County,65.8
TX-331,Milam County,68.2
TX-333,Mills County,66
TX-335,Mitchell County,65.2
TX-337,Montague County,64
TX-339,Montgomery County,69.7
TX-341,Moore County,58.7
TX-343,Morris County,64.8
TX-345,Motley County,62.4
TX-347,Nacogdoches County,66.7
TX-349,Navarro County,66.7
TX-351,Newton County,67.8
TX-353,Nolan County,64.6
TX-355,Nueces County,73.9
TX-357,Ochiltree County,58.6
TX-359,Oldham County,58.3
TX-361,Orange County,69.3
TX-363,Palo Pinto County,65.4
TX-365,Panola County,66
TX-367,Parker County,65.4
TX-369,Parmer County,58.3
TX-371,Pecos County,66.2
TX-373,Polk County,67.9
TX-375,Potter County,59.3
TX-377,Presidio County,66.3
TX-379,Rains County,65.2
TX-381,Randall County,58.8
TX-383,Reagan County,65.8
TX-385,Real County,67.1
TX-387,Red River County,64.2
TX-389,Reeves County,66.5
TX-391,Refugio County,72.3
TX-393,Roberts County,59.7
TX-395,Robertson County,67.5
TX-397,Rockwall County,65.7
TX-399,Runnels County,65.3
TX-401,Rusk County,66
TX-403,Sabine County,67.2
TX-405,San Augustine County,67.1
TX-407,San Jacinto County,68.5
TX-409,San Patricio County,72.9
TX-411,San Saba County,66.8
TX-413,Schleicher County,65.5
TX-415,Scurry County,64.4
TX-417,Shackelford County,64.9
TX-419,Shelby County,66.2
TX-421,Sherman County,57.7
TX-423,Smith County,65.7
TX-425,Somervell County,66.2
TX-427,Starr County,75.5
TX-429,Stephens County,64.8
TX-431,Sterling County,65.3
TX-433,Stonewall County,64.7
TX-435,Sutton County,66
TX-437,Swisher County,59.1
TX-439,Tarrant County,66.4
TX-441,Taylor County,64.5
TX-443,Terrell County,67.8
TX-445,Terry County,61.5
TX-447,Throckmorton County,64.8
TX-449,Titus County,64.9
TX-451,Tom Green County,66
TX-453,Travis County,68.7
TX-455,Trinity County,67.3
TX-457,Tyler County,67.5
TX-459,Upshur County,65.1
TX-461,Upton County,66.6
TX-463,Uvalde County,70.1
TX-465,Val Verde County,68.9
TX-467,Van Zandt County,65.5
TX-469,Victoria County,71.9
TX-471,Walker County,68
TX-473,Waller County,70.1
TX-475,Ward County,67.1
TX-477,Washington County,69.2
TX-479,Webb County,73.3
TX-481,Wharton County,71.3
TX-483,Wheeler County,60
TX-485,Wichita County,64
TX-487,Wilbarger County,64
TX-489,Willacy County,75.2
TX-491,Williamson County,68.1
TX-493,Wilson County,70.5
TX-495,Winkler County,65.8
TX-497,Wise County,65
TX-499,Wood County,65.3
TX-501,Yoakum County,60.8
TX-503,Young County,64.6
TX-505,Zapata County,75.1
TX-507,Zavala County,71.9
UT-001,Beaver County,50.4
UT-003,Box Elder County,49.2
UT-005,Cache County,44.8
UT-007,Carbon County,46.1
UT-009,Daggett County,42.3
UT-011,Davis County,50.9
UT-013,Duchesne County,43.3
UT-015,Emery County,51.7
UT-017,Garfield County,50.1
UT-019,Grand County,52.7
UT-021,Iron County,50.2
UT-023,Juab County,51.3
UT-025,Kane County,54
UT-027,Millard County,52.1
UT-029,Morgan County,45.4
UT-031,Piute County,45.3
UT-033,Rich County,41.3
UT-035,Salt Lake County,50.7
UT-037,San Juan County,54.2
UT-039,Sanpete County,45.6
UT-041,Sevier County,46.2
UT-043,Summit County,40.1
UT-045,Tooele County,51.8
UT-047,Uintah County,47.4
UT-049,Utah County,48.2
UT-051,Wasatch County,42.5
UT-053,Washington County,57.1
UT-055,Wayne County,52.3
UT-057,Weber County,47.6
VT-001,Addison County,44.6
VT-003,Bennington County,44.2
VT-005,Caledonia County,41.6
VT-007,Chittenden County,45.4
VT-009,Essex County,41
VT-011,Franklin County,44.5
VT-013,Grand Isle County,46
VT-015,Lamoille County,42.4
VT-017,Orange County,43.5
VT-019,Orleans County,41.8
VT-021,Rutland County,44.1
VT-023,Washington County,42.5
VT-025,Windham County,45.2
VT-027,Windsor County,44.4
VA-001,Accomack County,59.6
VA-003,Albemarle County,57.4
VA-005,Alleghany County,53.8
VA-007,Amelia County,59
VA-009,Amherst County,56.6
VA-011,Appomattox County,57.7
VA-013,Arlington County,57.8
VA-015,Augusta County,54.1
VA-017,Bath County,53.1
VA-019,Bedford County,57.4
VA-021,Bland County,52.3
VA-023,Botetourt County,55.7
VA-025,Brunswick County,59.9
VA-027,Buchanan County,55.3
VA-029,Buckingham County,58.2
VA-031,Campbell County,57.9
VA-033,Caroline County,58.3
VA-035,Carroll County,53.8
VA-036,Charles City County,60.5
VA-037,Charlotte County,58.4
